,,,,,,,,,Normalized abundance,,,,,,,,,,Raw abundance,,,,,,,,,,Spectral counts,,,,,,,,,,
YHR165C,19,4,105.04,2.83E-05,2.214288819,Condition 2,Condition 1,"PRP8 SGDID:S000001208, Chr VIII from 436948-429707, Genome Release 64-1-1, reverse complement, Verified ORF, """"Component of the U4/U6-U5 snRNP complex, involved in the second catalytic step of splicing; mutations of human Prp8 cause retinitis pigment",134708.0981,104396.6762,108982.5382,130249.087,106574.1809,212809.0679,264007.1682,217853.4341,312660.3042,287830.9839,156378.9246,123051.7001,141651.518,158124.1941,146255.3494,183966.7665,221079.5348,217853.4341,246820.9107,290857.4402,1,2,1,0,0,0,0,0,0,1,
YOL058W,15,10,726.49,3.37E-05,1.233384883,Condition 2,Condition 1,"ARG1 SGDID:S000005419, Chr XV from 219211-220473, Genome Release 64-1-1, Verified ORF, """"Arginosuccinate synthetase, catalyzes the formation of L-argininosuccinate from citrulline and L-aspartate in the arginine biosynthesis pathway; potential Cdc28p",1660133.342,1714049.484,1573160.512,1727824.82,1713778.048,2066333.685,2095742.84,2199516.227,1985557.108,1999649.578,1927203.118,2020339.257,2044736.509,2097603.241,2351875.521,1786280.68,1754974.516,2199516.227,1567442.387,2020675.293,1,3,6,1,4,5,5,4,3,2,
YHL014C,1,1,24.48,4.33E-05,2.789195639,Condition 1,Condition 2,"YLF2 SGDID:S000001006, Chr VIII from 77314-76097, Genome Release 64-1-1, reverse complement, Verified ORF, """"Protein of unknown function, has weak similarity to E. coli GTP-binding protein gtp1; the authentic, non-tagged protein is detected in highly",26191.5659,25745.11548,20025.6436,25546.42561,23891.98829,9804.819804,10466.16349,5317.181317,8583.097396,9354.096052,30405.06819,30345.60435,26028.59929,31013.71421,32787.78282,8475.959288,8764.362618,5317.181317,6775.685585,9452.451561,1,0,1,1,0,0,0,0,0,0,
YHR024C,7,5,106.95,5.10E-05,1.498953483,Condition 1,Condition 2,"MAS2 SGDID:S000001066, Chr VIII from 159192-157744, Genome Release 64-1-1, reverse complement, Verified ORF, """"Larger subunit of the mitochondrial processing protease (MPP), essential processing enzyme that cleaves the N-terminal targeting sequences ",412830.2129,496241.4943,423551.2936,441109.4543,447924.6023,278895.7707,311386.7293,267068.9484,288293.7892,336493.5234,479243.2352,584916.7023,550516.4837,535512.9816,614702.0666,241096.6489,260755.1671,267068.9484,227585.4486,340031.6517,0,0,2,2,2,1,0,0,0,2,
YNL315C,4,4,144.17,9.05E-05,1.773379024,Condition 1,Condition 2,"ATP11 SGDID:S000005259, Chr XIV from 44280-43324, Genome Release 64-1-1, reverse complement, Verified ORF, """"Molecular chaperone, required for the assembly of alpha and beta subunits into the F1 sector of mitochondrial F1F0 ATP synthase""""",395245.282,470570.0763,334781.7906,405661.5808,350052.3746,221230.7918,234183.4287,179761.5233,229601.4013,238377.385,458829.3727,554657.9646,435137.1296,492478.7728,480388.7016,191247.0828,196105.143,179761.5233,181252.3887,240883.8516,1,1,0,1,1,2,1,0,0,3,
YGL068W,8,3,265.95,9.40E-05,3.075380083,Condition 1,Condition 2,"MNP1 SGDID:S000003036, Chr VII from 375087-375671, Genome Release 64-1-1, Verified ORF, """"Protein associated with the mitochondrial nucleoid; putative mitochondrial ribosomal protein with similarity to E. coli L7/L12 ribosomal protein; required for n",378478.1611,553800.4077,385491.7451,536009.4704,475412.1947,192330.3022,112746.7279,121751.0356,114963.1897,215575.9372,439364.8835,652761.0284,501048.0743,650722.9145,652424.2184,166263.5157,94414.08093,121751.0356,90754.46672,217842.6534,1,1,0,1,1,1,0,1,0,2,
YIL022W,8,4,362.72,0.000105071,1.961341845,Condition 1,Condition 2,"TIM44 SGDID:S000001284, Chr IX from 311165-312460, Genome Release 64-1-1, Verified ORF, """"Essential component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); tethers the import motor and regulatory factors (PAM complex) to the",177733.5017,170096.7106,210247.3846,203722.9702,255578.2221,98475.54993,123236.414,92144.04017,89888.62729,114971.059,206325.9319,200491.9141,273271.8626,247322.5049,350738.6299,85129.02518,103198.1414,92144.04017,70960.0565,116179.9451,1,0,1,1,2,1,0,0,0,2,
YJR045C,35,23,2456.55,0.000137758,1.705998479,Condition 1,Condition 2,"SSC1 SGDID:S000003806, Chr X from 521602-519638, Genome Release 64-1-1, reverse complement, Verified ORF, """"Hsp70 family ATPase, constituent of the import motor component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); involve",68245357.08,63997528.76,60824885.73,78484486.76,68820186.75,41661154.8,49420488.54,34163123.68,39317512.4,34952813.48,79224157.27,75433481.29,79057962.33,95281253.01,94444267.64,36014762.03,41384704.4,34163123.68,31038107.78,35320331.81,13,9,12,4,12,5,11,10,12,6,
YBR268W,3,1,92.75,0.000161952,6.024668142,Condition 1,Condition 2,"MRPL37 SGDID:S000000472, Chr II from 741299-741616, Genome Release 64-1-1, Verified ORF, """"Mitochondrial ribosomal protein of the large subunit""""",50381.6851,68834.98101,37086.46727,88653.71626,63216.44661,8785.088008,8405.561412,4758.978902,7909.955903,21292.32804,58486.71199,81135.35558,48203.63405,107626.8383,86754.0657,7594.433124,7038.814966,4758.978902,6244.292907,21516.21048,1,0,1,0,0,0,0,0,0,0,
YOR020C,5,3,341.12,0.000167584,1.993731672,Condition 1,Condition 2,"HSP10 SGDID:S000005546, Chr XV from 370844-370524, Genome Release 64-1-1, reverse complement, Verified ORF, """"Mitochondrial matrix co-chaperonin that inhibits the ATPase activity of Hsp60p, a mitochondrial chaperonin; involved in protein folding and ",15136442.15,11913469.99,12557872,14414659.77,14824885.79,7006499.456,8929928.939,5741318.851,7584648.623,5269497.606,17571479.22,14042331.52,16322262.84,17499596.43,20344691.68,6056899.089,7477920.198,5741318.851,5987488.196,5324904.79,1,2,3,1,0,3,2,1,2,0,
YOR286W,5,2,177.26,0.000232945,2.304154594,Condition 1,Condition 2,"RDL2 SGDID:S000005812, Chr XV from 850280-850729, Genome Release 64-1-1, Verified ORF, """"Protein with rhodanese activity; contains a rhodanese-like domain similar to Rdl1p, Uba4p, Tum1p, and Ych1p; overexpression causes a cell cycle delay; null mutan",296515.9864,367884.3041,262084.9652,347991.3528,395216.289,183669.6253,155661.2677,109135.183,107502.1051,168676.2945,344217.2501,433622.8962,340648.4543,422466.3179,542368.6673,158776.6321,130350.7056,109135.183,84864.52273,170449.8751,1,1,3,1,0,1,1,0,1,0,
YLR163C,6,3,100.29,0.000235633,1.286924809,Condition 1,Condition 2,"MAS1 SGDID:S000004153, Chr XII from 493254-491866, Genome Release 64-1-1, reverse complement, Verified ORF, """"Smaller subunit of the mitochondrial processing protease (MPP), essential processing enzyme that cleaves the N-terminal targeting sequences ",255707.6557,257270.2311,261548.1901,290891.519,270840.3811,222642.1368,223670.392,203774.6503,189119.5991,199127.3712,296843.9817,303242.7899,339950.7737,353146.3295,371683.4064,192467.1463,187301.5288,203774.6503,149295.165,201221.1356,1,0,0,1,0,1,0,3,0,2,
YMR158W,2,2,130.21,0.000311976,1.617202368,Condition 1,Condition 2,"MRPS8 SGDID:S000004767, Chr XIII from 572248-572715, Genome Release 64-1-1, Verified ORF, """"Mitochondrial ribosomal protein of the small subunit""""",127043.0059,150781.6983,104164.7574,127607.8269,110806.0597,91507.78365,73964.37391,70813.70425,74859.08488,72482.58212,147480.73,177725.4315,135389.5428,154917.6677,152062.8997,79105.60972,61937.7477,70813.70425,59095.40565,73244.7147,1,1,1,2,1,0,2,0,0,0,
YNL164C,3,1,46.63,0.000350348,1.936523989,Condition 1,Condition 2,"IBD2 SGDID:S000005108, Chr XIV from 326320-325265, Genome Release 64-1-1, reverse complement, Verified ORF, """"Component of the BUB2-dependent spindle checkpoint pathway, interacts with Bfa1p and functions upstream of Bub2p and Bfa1p""""",59920.41342,62891.43886,72236.88145,78072.90665,49629.97572,33864.47163,32348.00771,28344.89357,43718.33059,28389.73311,69559.95923,74129.74014,93890.85707,94781.58906,68108.89262,29274.77389,27088.21334,28344.89357,34512.2103,28688.24262,1,1,0,0,0,0,0,0,0,0,
YDR175C,4,2,61.21,0.000405261,3.155379087,Condition 1,Condition 2,"RSM24 SGDID:S000002582, Chr IV from 814152-813193, Genome Release 64-1-1, reverse complement, Verified ORF, """"Mitochondrial ribosomal protein of the small subunit""""",29582.27906,46530.90878,21366.22654,35535.24837,28878.55991,11545.50119,6463.222175,9455.685928,7958.104337,15884.54591,34341.2538,54845.68709,27771.03997,43140.28326,39631.02354,9980.723764,5412.300588,9455.685928,6282.302338,16051.56714,0,1,0,0,1,2,0,0,0,0,
YLL009C,2,2,75.25,0.000575319,4.856326111,Condition 1,Condition 2,"COX17 SGDID:S000003932, Chr XII from 131414-131205, Genome Release 64-1-1, reverse complement, Verified ORF, """"Copper metallochaperone that transfers copper to Sco1p and Cox11p for eventual delivery to cytochrome c oxidase; contains twin cysteine-x9-",461967.5038,207971.6744,400984.5496,277277.7691,548491.9784,71492.56261,118577.2527,74762.52557,95900.64586,29828.40305,536285.3642,245134.8938,521185.055,336619.0487,752714.0749,61803.0787,99296.56094,74762.52557,75706.076,30142.03975,1,1,1,0,0,0,1,1,0,0,
YDR322W,1,1,32.59,0.000652277,2.641666458,Condition 1,Condition 2,"MRPL35 SGDID:S000002730, Chr IV from 1110589-1111692, Genome Release 64-1-1, Verified ORF, """"Mitochondrial ribosomal protein of the large subunit""""",48532.13494,38341.58609,35475.71937,51967.16713,60408.21207,19828.53032,24197.35312,9567.322951,18846.62129,16415.00063,56339.62009,45192.98437,46110.04282,63088.86002,82900.23054,17141.14273,20262.85728,9567.322951,14877.93675,16587.59943,0,1,0,1,1,0,0,0,0,0,
YDR041W,1,1,59.68,0.000675204,2.020325747,Condition 1,Condition 2,"RSM10 SGDID:S000002448, Chr IV from 539803-540414, Genome Release 64-1-1, Verified ORF, """"Mitochondrial ribosomal protein of the small subunit, has similarity to E. coli S10 ribosomal protein; essential for viability, unlike most other mitoribosomal ",19624.86954,18402.26047,17179.96005,18415.17736,20125.94152,7978.97291,7151.272379,12045.25299,12633.47955,6593.543688,22781.97108,21690.62772,22329.88387,22356.28015,27619.50957,6897.571898,5988.473652,12045.25299,9973.146209,6662.872819,0,1,0,1,1,0,0,0,0,0,
YEL060C,4,3,82.62,0.000712505,1.432612342,Condition 2,Condition 1,"PRB1 SGDID:S000000786, Chr V from 41953-40046, Genome Release 64-1-1, reverse complement, Verified ORF, """"Vacuolar proteinase B (yscB), a serine protease of the subtilisin family; involved in protein degradation in the vacuole and required for full p",158487.0292,151123.261,194284.2402,150274.6034,143404.5752,206905.9708,250087.3939,204754.347,245482.0213,235384.2064,183983.2314,178128.0294,252523.5512,182435.4481,196798.9441,178863.7242,209423.1194,204754.347,193788.8988,237859.2006,1,1,2,1,0,3,1,0,0,2,
YOR303W,11,7,465.85,0.000773037,1.374109991,Condition 2,Condition 1,"CPA1 SGDID:S000005829, Chr XV from 882899-884134, Genome Release 64-1-1, Verified ORF, """"Small subunit of carbamoyl phosphate synthetase, which catalyzes a step in the synthesis of citrulline, an arginine precursor; translationally regulated by an at",762922.9465,870433.2719,671081.5006,791030.4962,757584.9565,912070.3436,1152649.836,1027438.679,1156021.719,1046338.282,885656.2568,1025974.177,872247.1954,960321.9689,1039659.434,788456.2138,965228.6763,1027438.679,912588.9334,1057340.215,2,2,0,2,2,2,0,1,2,5,
YOR187W,10,7,243.65,0.000967804,1.595683777,Condition 1,Condition 2,"TUF1 SGDID:S000005713, Chr XV from 684030-685343, Genome Release 64-1-1, Verified ORF, """"Mitochondrial translation elongation factor Tu; comprises both GTPase and guanine nucleotide exchange factor activities, while these activities are found in sepa",922272.1496,1037133.611,890834.8556,1199385.032,1165563.557,665436.238,613439.0174,680935.1298,514659.6038,793839.9863,1070640.362,1222462.81,1157874.571,1456070.026,1599542.253,575248.7628,513693.6755,680935.1298,406283.5941,802186.9753,2,2,3,1,1,0,1,0,1,0,
YPL118W,3,3,82.79,0.000983405,1.954223747,Condition 1,Condition 2,"MRP51 SGDID:S000006039, Chr XVI from 326628-327662, Genome Release 64-1-1, Verified ORF, """"Mitochondrial ribosomal protein of the small subunit; MRP51 exhibits genetic interactions with mutations in the COX2 and COX3 mRNA 5'-untranslated leader seque",60460.17601,90414.00408,53325.37752,80206.72043,63293.01158,35237.09394,29461.2772,31853.56967,32075.37431,49294.62967,70186.55477,106570.4132,69310.37578,97372.06851,86859.13839,30461.36284,24670.86596,31853.56967,25321.00491,49812.94789,0,0,1,1,1,0,0,1,0,1,
YBL059C-A,5,3,91.01,0.001259579,1.915744036,Condition 1,Condition 2,"CMC2 SGDID:S000007488, Chr II from 110420-110125,110539-110506, Genome Release 64-1-1, reverse complement, Verified ORF, """"Protein of the mitochondrial intermembrane space with a role in respiratory chain complex assembly or maintenance; contains twi",98754.36359,99656.36507,121366.7758,83282.54411,60125.73943,45578.6662,48096.94681,46621.18785,42624.17175,58857.56315,114641.2235,117464.3255,157748.0972,101106.161,82512.58379,39401.3278,40276.37089,46621.18785,33648.45729,59476.43274,0,0,1,1,0,1,1,0,0,0,
YGR181W,5,5,338.34,0.001356535,1.482793001,Condition 1,Condition 2,"TIM13 SGDID:S000003413, Chr VII from 858287-858604, Genome Release 64-1-1, Verified ORF, """"Mitochondrial intermembrane space protein, forms a complex with Tim8p that delivers a subset of hydrophobic proteins to the TIM22 complex for insertion into th",1112532.133,936148.6948,992607.6951,1096250.523,1135622.494,703075.6238,935971.4974,633648.7499,669779.4289,613760.4906,1291507.942,1103432.53,1290155.186,1330863.306,1558453.119,607786.8317,783782.2914,633648.7499,528738.5908,620213.9977,2,3,2,3,1,1,2,1,2,2,
YKL053C-A,2,1,57.15,0.001409522,3.458289842,Condition 1,Condition 2,"MDM35 SGDID:S000007243, Chr XI from 339442-339182, Genome Release 64-1-1, reverse complement, Verified ORF, """"Mitochondrial intermembrane space protein; mutation affects mitochondrial distribution and morphology; contains twin cysteine-x9-cysteine mo",52795.74294,36187.59107,71489.50059,20406.56798,64861.92298,10518.7752,13364.90519,17465.63015,14444.47144,15264.84433,61289.12531,42654.0841,92919.43876,24773.85592,89012.20852,9093.151343,11191.76817,17465.63015,11402.78298,15425.34958,0,2,2,0,2,0,0,0,0,0,
YMR083W,11,5,573.43,0.00151253,1.290285882,Condition 1,Condition 2,"ADH3 SGDID:S000004688, Chr XIII from 434788-435915, Genome Release 64-1-1, Verified ORF, """"Mitochondrial alcohol dehydrogenase isozyme III; involved in the shuttling of mitochondrial NADH to the cytosol under anaerobic conditions and ethanol producti",2433100.819,2393090.85,2624825.253,2836434.067,2572509.321,1844899.896,2322332.974,1809130,1922650.53,2067739.307,2824519.795,2820721.008,3411651.883,3443470.208,3530341.463,1594858.113,1944721.035,1809130,1517782.554,2089480.965,1,3,1,2,1,4,2,2,3,2,
YHR116W,2,1,36.63,0.001587472,2.280647204,Condition 1,Condition 2,"COX23 SGDID:S000001158, Chr VIII from 341665-342120, Genome Release 64-1-1, Verified ORF, """"Mitochondrial intermembrane space protein that functions in mitochondrial copper homeostasis, essential for functional cytochrome oxidase expression; homologo",29292.90338,47738.27967,39803.70176,30418.52432,33676.32034,23003.57928,10776.37531,10073.69253,17899.95086,17579.02705,34005.32554,56268.8075,51735.39607,36928.50947,46215.15229,19885.873,9024.133918,10073.69253,14130.61432,17763.86523,0,1,0,0,0,0,0,0,0,0,
YMR120C,15,8,751.59,0.001680809,1.357870779,Condition 2,Condition 1,"ADE17 SGDID:S000004727, Chr XIII from 509280-507502, Genome Release 64-1-1, reverse complement, Verified ORF, """"Enzyme of 'de novo' purine biosynthesis containing both 5-aminoimidazole-4-carboxamide ribonucleotide transformylase and inosine monophosp",857681.6652,869829.2872,835509.5426,1003420.483,825835.5891,1401566.932,1226347.915,1066862.803,1234865.661,1034500.695,995659.046,1025262.264,1085964.752,1218166.352,1133322.083,1211610.666,1026943.428,1066862.803,974830.0727,1045378.159,3,1,5,4,2,3,2,2,1,2,
YDR258C,16,8,623.17,0.001697609,1.444742519,Condition 1,Condition 2,"HSP78 SGDID:S000002666, Chr IV from 974243-971808, Genome Release 64-1-1, reverse complement, Verified ORF, """"Oligomeric mitochondrial matrix chaperone that cooperates with Ssc1p in mitochondrial thermotolerance after heat shock; able to prevent the ",644324.8817,593211.1531,571074.6069,498118.1493,526205.8773,431273.891,478665.2868,350226.5684,362730.9598,337961.1158,747979.0266,699214.2241,742261.892,604722.3263,722130.1053,372822.7561,400834.1882,350226.5684,286347.7859,341514.6754,5,6,1,2,2,1,6,3,2,0,
YMR012W,28,21,1334.39,0.001790561,1.415100021,Condition 1,Condition 2,"CLU1 SGDID:S000004614, Chr XIII from 291134-294967, Genome Release 64-1-1, Verified ORF, """"eIF3 component of unknown function; deletion causes defects in mitochondrial organization but not in growth or translation initiation, can rescue cytokinesis a",3181334.187,2760067.927,3340348.648,2826411.731,3850726.768,2338699.936,2400890.719,2047337.144,2493959.407,1996682.594,3693123.324,3253274.562,4341663.028,3431302.954,5284482.456,2021732.764,2010505.271,2047337.144,1968786.327,2017677.111,8,7,5,7,7,4,8,6,6,1,
YNL160W,7,6,298.4,0.002199541,1.366960846,Condition 2,Condition 1,"YGP1 SGDID:S000005104, Chr XIV from 336545-337609, Genome Release 64-1-1, Verified ORF, """"Cell wall-related secretory glycoprotein; induced by nutrient deprivation-associated growth arrest and upon entry into stationary phase; may be involved in adap",1568376.318,1492033.237,1421110.32,1559828.402,1581440.461,2537656.671,2136667.006,2090904.412,1965717.793,1689107.861,1820684.914,1758650.114,1847107.229,1893653.265,2170264.179,2193724.623,1789244.402,2090904.412,1551780.796,1706868.323,1,3,0,1,1,2,1,4,2,2,
YBL090W,3,2,59.07,0.002277581,1.973180136,Condition 1,Condition 2,"MRP21 SGDID:S000000186, Chr II from 48825-49358, Genome Release 64-1-1, Verified ORF, """"Mitochondrial ribosomal protein of the small subunit; MRP21 exhibits genetic interactions with mutations in the COX2 and COX3 mRNA 5'-untranslated leader sequence",43405.50126,48929.30486,70104.0236,37756.09696,60974.40613,24304.13388,27079.24644,19232.72088,24835.47146,36908.027,50388.25211,57672.66134,91118.64643,45836.42419,83677.23779,21010.16168,22676.15401,19232.72088,19605.6666,37296.10381,1,2,0,0,1,0,0,0,0,0,
YGR234W,15,12,880.2,0.002292485,1.400585624,Condition 1,Condition 2,"YHB1 SGDID:S000003466, Chr VII from 959904-961103, Genome Release 64-1-1, Verified ORF, """"Nitric oxide oxidoreductase, flavohemoglobin involved in nitric oxide detoxification; plays a role in the oxidative and nitrosative stress responses""""",12380198.01,10839097.46,10209103.97,13330318.35,11364761.47,8445527.287,10205800.4,7252011.185,7385802.729,8210269.967,14371831.23,12775975.43,13269420.04,16183190.94,15596246.17,7300893.527,8546334.636,7252011.185,5830514.88,8296598.489,4,4,5,3,9,5,3,8,3,3,
YGR083C,13,6,248.86,0.002447834,1.290480757,Condition 2,Condition 1,"GCD2 SGDID:S000003315, Chr VII from 646815-644860, Genome Release 64-1-1, reverse complement, Verified ORF, """"Delta subunit of the translation initiation factor eIF2B, the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated b",361013.7475,335030.8098,287217.4658,357970.5514,326014.3277,435285.5938,410381.1803,430472.4745,382549.9936,492860.8016,419090.9262,394898.6908,373314.7595,434581.2031,447400.4775,376290.7473,343653.0949,430472.4745,301993.3665,498043.0848,2,1,1,1,0,1,3,2,0,2,
YIL093C,2,1,62.92,0.002510761,1.806957143,Condition 1,Condition 2,"RSM25 SGDID:S000001355, Chr IX from 188784-187990, Genome Release 64-1-1, reverse complement, Verified ORF, """"Mitochondrial ribosomal protein of the small subunit""""",68643.21567,47228.91123,50875.01654,54621.12381,60621.52495,30146.33683,39371.92125,21231.57799,40368.62111,24939.36257,79686.02036,55668.41815,66125.48619,66310.80016,83192.96702,26060.56294,32970.03674,21231.57799,31867.87608,25201.59248,0,1,1,0,1,0,0,0,0,0,
YDR116C,2,1,57.09,0.002793919,1.719693951,Condition 1,Condition 2,"MRPL1 SGDID:S000002523, Chr IV from 683581-682724, Genome Release 64-1-1, reverse complement, Verified ORF, """"Mitochondrial ribosomal protein of the large subunit""""",43511.9377,49013.42797,41662.8038,50832.62646,28546.35195,21549.02491,26237.01073,20107.92957,26660.57978,29634.49908,50511.81125,57771.81672,54151.78892,61711.51195,39175.12333,18628.45636,21970.86604,20107.92957,21046.44719,29946.09693,1,0,0,1,1,0,0,0,0,0,
YNL268W,3,2,50.93,0.003024231,1.689791029,Condition 2,Condition 1,"LYP1 SGDID:S000005212, Chr XIV from 138550-140385, Genome Release 64-1-1, Verified ORF, """"Lysine permease; one of three amino acid permeases (Alp1p, Can1p, Lyp1p) responsible for uptake of cationic amino acids""""",172518.9947,159926.9234,142050.3594,225564.3624,124135.2214,367531.2023,279270.1514,234548.5055,259809.5535,251559.3602,200272.5541,188504.8504,184631.8629,273838.2574,170354.9587,317719.2003,233860.753,234548.5055,205099.3674,254204.4313,0,1,0,1,0,2,1,0,0,0,
YNL121C,11,3,225.48,0.003138129,1.420669931,Condition 1,Condition 2,"TOM70 SGDID:S000005065, Chr XIV from 400537-398684, Genome Release 64-1-1, reverse complement, Verified ORF, """"Component of the TOM (translocase of outer membrane) complex responsible for recognition and initial import steps for all mitochondrially d",200091.0341,169933.3885,169724.8874,181544.104,196500.1317,134432.2226,164089.8024,109477.1199,132350.489,105679.064,232280.1759,200299.4074,220602.2024,220397.0545,269663.7702,116212.4413,137408.7584,109477.1199,104480.3826,106790.2476,1,1,1,0,0,1,3,1,0,0,
YGL040C,8,5,322.4,0.00315395,1.360290783,Condition 1,Condition 2,"HEM2 SGDID:S000003008, Chr VII from 420555-419527, Genome Release 64-1-1, reverse complement, Verified ORF, """"Aminolevulinate dehydratase, a homo-octameric enzyme, catalyzes the conversion of 5-aminolevulinate to porphobilinogen, the second step in h",650611.5711,548323.7868,547089.6911,545137.665,662930.8002,399458.1596,490748.6094,421053.3757,495935.0771,364468.0367,755277.0714,646305.7701,711087.1755,661804.669,909762.3368,345319.0538,410952.7594,421053.3757,391502.0415,368300.3086,2,3,0,2,3,0,3,0,3,0,
